issue_time,valid_time,horizon_h,source,mode,median,lower,upper,actual,error,abs_error,in_interval
2026-09-02 12:00:00,2026-09-02 15:00:00,3,analysis,replay,740.39,630.53,816.11,918.0,-177.61,177.61,0
2026-09-02 12:00:00,2026-09-02 15:00:00,3,era5,replay,740.39,630.53,816.11,829.0,-88.61,88.61,0
2026-09-02 13:00:00,2026-09-02 14:00:00,1,analysis,replay,849.19,791.58,895.1,995.0,-145.81,145.81,0
2026-09-02 13:00:00,2026-09-02 14:00:00,1,era5,replay,849.19,791.58,895.1,862.0,-12.81,12.81,1
2026-09-02 13:00:00,2026-09-02 15:00:00,2,analysis,replay,774.51,689.92,832.79,918.0,-143.49,143.49,0
2026-09-02 13:00:00,2026-09-02 15:00:00,2,era5,replay,774.51,689.92,832.79,829.0,-54.49,54.49,1
2026-09-02 13:00:00,2026-09-02 16:00:00,3,analysis,replay,664.61,587.7,706.39,784.0,-119.39,119.39,0
2026-09-02 13:00:00,2026-09-02 16:00:00,3,era5,replay,664.61,587.7,706.39,690.0,-25.39,25.39,1
2026-09-02 14:00:00,2026-09-02 15:00:00,1,analysis,replay,807.39,775.72,839.47,918.0,-110.61,110.61,0
2026-09-02 14:00:00,2026-09-02 15:00:00,1,era5,replay,807.39,775.72,839.47,829.0,-21.61,21.61,1
2026-09-02 14:00:00,2026-09-02 16:00:00,2,analysis,replay,684.43,636.09,712.65,784.0,-99.57,99.57,0
2026-09-02 14:00:00,2026-09-02 16:00:00,2,era5,replay,684.43,636.09,712.65,690.0,-5.57,5.57,1
2026-09-02 14:00:00,2026-09-02 17:00:00,3,analysis,replay,481.67,431.62,514.2,586.0,-104.33,104.33,0
2026-09-02 14:00:00,2026-09-02 17:00:00,3,era5,replay,481.67,431.62,514.2,511.0,-29.33,29.33,1
2026-09-03 08:00:00,2026-09-03 09:00:00,1,analysis,replay,248.74,220.64,261.9,309.0,-60.26,60.26,0
2026-09-03 08:00:00,2026-09-03 09:00:00,1,era5,replay,248.74,220.64,261.9,238.0,10.74,10.74,1
2026-09-03 08:00:00,2026-09-03 10:00:00,2,analysis,replay,468.28,429.99,501.15,553.0,-84.72,84.72,0
2026-09-03 08:00:00,2026-09-03 10:00:00,2,era5,replay,468.28,429.99,501.15,443.0,25.28,25.28,1
2026-09-03 08:00:00,2026-09-03 11:00:00,3,analysis,replay,660.28,593.25,696.62,762.0,-101.72,101.72,0
2026-09-03 08:00:00,2026-09-03 11:00:00,3,era5,replay,660.28,593.25,696.62,652.0,8.28,8.28,1
2026-09-03 09:00:00,2026-09-03 10:00:00,1,analysis,replay,472.78,456.75,485.01,553.0,-80.22,80.22,0
2026-09-03 09:00:00,2026-09-03 10:00:00,1,era5,replay,472.78,456.75,485.01,443.0,29.78,29.78,0
2026-09-03 09:00:00,2026-09-03 11:00:00,2,analysis,replay,666.85,630.07,692.56,762.0,-95.15,95.15,0
2026-09-03 09:00:00,2026-09-03 11:00:00,2,era5,replay,666.85,630.07,692.56,652.0,14.85,14.85,1
2026-09-03 09:00:00,2026-09-03 12:00:00,3,analysis,replay,795.09,713.94,845.16,913.0,-117.91,117.91,0
2026-09-03 09:00:00,2026-09-03 12:00:00,3,era5,replay,795.09,713.94,845.16,814.0,-18.91,18.91,1
2026-09-03 10:00:00,2026-09-03 11:00:00,1,analysis,replay,656.28,632.47,674.08,762.0,-105.72,105.72,0
2026-09-03 10:00:00,2026-09-03 11:00:00,1,era5,replay,656.28,632.47,674.08,652.0,4.28,4.28,1
2026-09-03 10:00:00,2026-09-03 12:00:00,2,analysis,replay,805.4,758.01,841.06,913.0,-107.6,107.6,0
2026-09-03 10:00:00,2026-09-03 12:00:00,2,era5,replay,805.4,758.01,841.06,814.0,-8.6,8.6,1
2026-09-03 10:00:00,2026-09-03 13:00:00,3,analysis,replay,874.84,809.82,918.39,994.0,-119.16,119.16,0
2026-09-03 10:00:00,2026-09-03 13:00:00,3,era5,replay,874.84,809.82,918.39,896.0,-21.16,21.16,1
2026-09-03 11:00:00,2026-09-03 12:00:00,1,analysis,replay,789.32,770.48,821.31,913.0,-123.68,123.68,0
2026-09-03 11:00:00,2026-09-03 12:00:00,1,era5,replay,789.32,770.48,821.31,814.0,-24.68,24.68,1
2026-09-03 11:00:00,2026-09-03 13:00:00,2,analysis,replay,890.02,836.64,922.3,994.0,-103.98,103.98,0
2026-09-03 11:00:00,2026-09-03 13:00:00,2,era5,replay,890.02,836.64,922.3,896.0,-5.98,5.98,1
2026-09-03 11:00:00,2026-09-03 14:00:00,3,analysis,replay,880.32,802.44,917.63,998.0,-117.68,117.68,0
2026-09-03 11:00:00,2026-09-03 14:00:00,3,era5,replay,880.32,802.44,917.63,901.0,-20.68,20.68,1
2026-09-03 12:00:00,2026-09-03 13:00:00,1,analysis,replay,899.79,880.49,915.81,994.0,-94.21,94.21,0
2026-09-03 12:00:00,2026-09-03 13:00:00,1,era5,replay,899.79,880.49,915.81,896.0,3.79,3.79,1
2026-09-03 12:00:00,2026-09-03 14:00:00,2,analysis,replay,891.26,830.98,931.61,998.0,-106.74,106.74,0
2026-09-03 12:00:00,2026-09-03 14:00:00,2,era5,replay,891.26,830.98,931.61,901.0,-9.74,9.74,1
2026-09-03 12:00:00,2026-09-03 15:00:00,3,analysis,replay,815.13,730.66,857.61,931.0,-115.87,115.87,0
2026-09-03 12:00:00,2026-09-03 15:00:00,3,era5,replay,815.13,730.66,857.61,829.0,-13.87,13.87,1
2026-09-03 13:00:00,2026-09-03 14:00:00,1,analysis,replay,913.69,898.22,925.76,998.0,-84.31,84.31,0
2026-09-03 13:00:00,2026-09-03 14:00:00,1,era5,replay,913.69,898.22,925.76,901.0,12.69,12.69,1
2026-09-03 13:00:00,2026-09-03 15:00:00,2,analysis,replay,835.54,793.0,867.63,931.0,-95.46,95.46,0
2026-09-03 13:00:00,2026-09-03 15:00:00,2,era5,replay,835.54,793.0,867.63,829.0,6.54,6.54,1
2026-09-03 13:00:00,2026-09-03 16:00:00,3,analysis,replay,696.68,645.57,726.1,795.0,-98.32,98.32,0
2026-09-03 13:00:00,2026-09-03 16:00:00,3,era5,replay,696.68,645.57,726.1,663.0,33.68,33.68,1
2026-09-03 14:00:00,2026-09-03 15:00:00,1,analysis,replay,830.25,817.72,850.83,931.0,-100.75,100.75,0
2026-09-03 14:00:00,2026-09-03 15:00:00,1,era5,replay,830.25,817.72,850.83,829.0,1.25,1.25,1
2026-09-03 14:00:00,2026-09-03 16:00:00,2,analysis,replay,699.06,664.46,724.25,795.0,-95.94,95.94,0
2026-09-03 14:00:00,2026-09-03 16:00:00,2,era5,replay,699.06,664.46,724.25,663.0,36.06,36.06,0
2026-09-03 14:00:00,2026-09-03 17:00:00,3,analysis,replay,501.05,451.43,526.74,595.0,-93.95,93.95,0
2026-09-03 14:00:00,2026-09-03 17:00:00,3,era5,replay,501.05,451.43,526.74,509.0,-7.95,7.95,1
2026-09-04 08:00:00,2026-09-04 09:00:00,1,analysis,replay,245.51,217.17,263.24,309.0,-63.49,63.49,0
2026-09-04 08:00:00,2026-09-04 09:00:00,1,era5,replay,245.51,217.17,263.24,241.0,4.51,4.51,1
2026-09-04 08:00:00,2026-09-04 10:00:00,2,analysis,replay,457.06,404.5,497.48,554.0,-96.94,96.94,0
2026-09-04 08:00:00,2026-09-04 10:00:00,2,era5,replay,457.06,404.5,497.48,446.0,11.06,11.06,1
2026-09-04 08:00:00,2026-09-04 11:00:00,3,analysis,replay,645.39,550.76,688.01,762.0,-116.61,116.61,0
2026-09-04 08:00:00,2026-09-04 11:00:00,3,era5,replay,645.39,550.76,688.01,616.0,29.39,29.39,1
2026-09-04 09:00:00,2026-09-04 10:00:00,1,analysis,replay,443.39,408.82,470.64,554.0,-110.61,110.61,0
2026-09-04 09:00:00,2026-09-04 10:00:00,1,era5,replay,443.39,408.82,470.64,446.0,-2.61,2.61,1
2026-09-04 09:00:00,2026-09-04 11:00:00,2,analysis,replay,625.5,548.16,675.96,762.0,-136.5,136.5,0
2026-09-04 09:00:00,2026-09-04 11:00:00,2,era5,replay,625.5,548.16,675.96,616.0,9.5,9.5,1
2026-09-04 09:00:00,2026-09-04 12:00:00,3,analysis,replay,736.76,599.87,810.34,914.0,-177.24,177.24,0
2026-09-04 09:00:00,2026-09-04 12:00:00,3,era5,replay,736.76,599.87,810.34,771.0,-34.24,34.24,1
2026-09-04 10:00:00,2026-09-04 11:00:00,1,analysis,replay,612.69,566.16,652.5,762.0,-149.31,149.31,0
2026-09-04 10:00:00,2026-09-04 11:00:00,1,era5,replay,612.69,566.16,652.5,616.0,-3.31,3.31,1
2026-09-04 10:00:00,2026-09-04 12:00:00,2,analysis,replay,741.86,648.24,799.41,914.0,-172.14,172.14,0
2026-09-04 10:00:00,2026-09-04 12:00:00,2,era5,replay,741.86,648.24,799.41,771.0,-29.14,29.14,1
2026-09-04 10:00:00,2026-09-04 13:00:00,3,analysis,replay,812.19,671.79,882.41,996.0,-183.81,183.81,0
2026-09-04 10:00:00,2026-09-04 13:00:00,3,era5,replay,812.19,671.79,882.41,881.0,-68.81,68.81,1
2026-09-04 11:00:00,2026-09-04 12:00:00,1,analysis,replay,740.51,685.62,786.88,914.0,-173.49,173.49,0
2026-09-04 11:00:00,2026-09-04 12:00:00,1,era5,replay,740.51,685.62,786.88,771.0,-30.49,30.49,1
2026-09-04 11:00:00,2026-09-04 13:00:00,2,analysis,replay,810.32,703.76,883.13,996.0,-185.68,185.68,0
2026-09-04 11:00:00,2026-09-04 13:00:00,2,era5,replay,810.32,703.76,883.13,881.0,-70.68,70.68,1
2026-09-04 11:00:00,2026-09-04 14:00:00,3,analysis,replay,814.77,688.58,888.21,1000.0,-185.23,185.23,0
2026-09-04 11:00:00,2026-09-04 14:00:00,3,era5,replay,814.77,688.58,888.21,904.0,-89.23,89.23,0
2026-09-04 12:00:00,2026-09-04 13:00:00,1,analysis,replay,842.47,802.4,884.58,996.0,-153.53,153.53,0
2026-09-04 12:00:00,2026-09-04 13:00:00,1,era5,replay,842.47,802.4,884.58,881.0,-38.53,38.53,1
2026-09-04 12:00:00,2026-09-04 14:00:00,2,analysis,replay,855.96,761.74,905.34,1000.0,-144.04,144.04,0
2026-09-04 12:00:00,2026-09-04 14:00:00,2,era5,replay,855.96,761.74,905.34,904.0,-48.04,48.04,1
2026-09-04 12:00:00,2026-09-04 15:00:00,3,analysis,replay,779.29,672.8,839.52,927.0,-147.71,147.71,0
2026-09-04 12:00:00,2026-09-04 15:00:00,3,era5,replay,779.29,672.8,839.52,793.0,-13.71,13.71,1
2026-09-04 13:00:00,2026-09-04 14:00:00,1,analysis,replay,898.52,867.51,914.31,1000.0,-101.48,101.48,0
2026-09-04 13:00:00,2026-09-04 14:00:00,1,era5,replay,898.52,867.51,914.31,904.0,-5.48,5.48,1
2026-09-04 13:00:00,2026-09-04 15:00:00,2,analysis,replay,825.82,759.23,857.44,927.0,-101.18,101.18,0
2026-09-04 13:00:00,2026-09-04 15:00:00,2,era5,replay,825.82,759.23,857.44,793.0,32.82,32.82,1
2026-09-04 13:00:00,2026-09-04 16:00:00,3,analysis,replay,675.23,609.3,715.08,784.0,-108.77,108.77,0
2026-09-04 13:00:00,2026-09-04 16:00:00,3,era5,replay,675.23,609.3,715.08,683.0,-7.77,7.77,1
2026-09-04 14:00:00,2026-09-04 15:00:00,1,analysis,replay,828.59,810.37,857.41,927.0,-98.41,98.41,0
2026-09-04 14:00:00,2026-09-04 15:00:00,1,era5,replay,828.59,810.37,857.41,793.0,35.59,35.59,0
2026-09-04 14:00:00,2026-09-04 16:00:00,2,analysis,replay,699.06,662.53,724.79,784.0,-84.94,84.94,0
2026-09-04 14:00:00,2026-09-04 16:00:00,2,era5,replay,699.06,662.53,724.79,683.0,16.06,16.06,1
2026-09-04 14:00:00,2026-09-04 17:00:00,3,analysis,replay,505.22,469.8,528.73,582.0,-76.78,76.78,0
2026-09-04 14:00:00,2026-09-04 17:00:00,3,era5,replay,505.22,469.8,528.73,507.0,-1.78,1.78,1
2026-09-05 08:00:00,2026-09-05 09:00:00,1,analysis,replay,247.84,220.37,263.4,312.0,-64.16,64.16,0
2026-09-05 08:00:00,2026-09-05 09:00:00,1,era5,replay,247.84,220.37,263.4,242.0,5.84,5.84,1
2026-09-05 08:00:00,2026-09-05 10:00:00,2,analysis,replay,473.89,442.32,503.05,557.0,-83.11,83.11,0
2026-09-05 08:00:00,2026-09-05 10:00:00,2,era5,replay,473.89,442.32,503.05,465.0,8.89,8.89,1
2026-09-05 08:00:00,2026-09-05 11:00:00,3,analysis,replay,656.91,600.22,694.41,758.0,-101.09,101.09,0
2026-09-05 08:00:00,2026-09-05 11:00:00,3,era5,replay,656.91,600.22,694.41,667.0,-10.09,10.09,1
2026-09-05 09:00:00,2026-09-05 10:00:00,1,analysis,replay,465.71,458.71,483.92,557.0,-91.29,91.29,0
2026-09-05 09:00:00,2026-09-05 10:00:00,1,era5,replay,465.71,458.71,483.92,465.0,0.71,0.71,1
2026-09-05 09:00:00,2026-09-05 11:00:00,2,analysis,replay,671.95,642.15,694.79,758.0,-86.05,86.05,0
2026-09-05 09:00:00,2026-09-05 11:00:00,2,era5,replay,671.95,642.15,694.79,667.0,4.95,4.95,1
2026-09-05 09:00:00,2026-09-05 12:00:00,3,analysis,replay,798.96,722.49,844.62,917.0,-118.04,118.04,0
2026-09-05 09:00:00,2026-09-05 12:00:00,3,era5,replay,798.96,722.49,844.62,803.0,-4.04,4.04,1
2026-09-05 10:00:00,2026-09-05 11:00:00,1,analysis,replay,664.53,646.91,677.15,758.0,-93.47,93.47,0
2026-09-05 10:00:00,2026-09-05 11:00:00,1,era5,replay,664.53,646.91,677.15,667.0,-2.47,2.47,1
2026-09-05 10:00:00,2026-09-05 12:00:00,2,analysis,replay,811.12,762.8,844.95,917.0,-105.88,105.88,0
2026-09-05 10:00:00,2026-09-05 12:00:00,2,era5,replay,811.12,762.8,844.95,803.0,8.12,8.12,1
2026-09-05 10:00:00,2026-09-05 13:00:00,3,analysis,replay,876.27,788.63,921.59,998.0,-121.73,121.73,0
2026-09-05 10:00:00,2026-09-05 13:00:00,3,era5,replay,876.27,788.63,921.59,879.0,-2.73,2.73,1
2026-09-05 11:00:00,2026-09-05 12:00:00,1,analysis,replay,814.77,795.97,837.22,917.0,-102.23,102.23,0
2026-09-05 11:00:00,2026-09-05 12:00:00,1,era5,replay,814.77,795.97,837.22,803.0,11.77,11.77,1
2026-09-05 11:00:00,2026-09-05 13:00:00,2,analysis,replay,890.58,839.01,929.41,998.0,-107.42,107.42,0
2026-09-05 11:00:00,2026-09-05 13:00:00,2,era5,replay,890.58,839.01,929.41,879.0,11.58,11.58,1
2026-09-05 11:00:00,2026-09-05 14:00:00,3,analysis,replay,876.8,791.23,926.52,1003.0,-126.2,126.2,0
2026-09-05 11:00:00,2026-09-05 14:00:00,3,era5,replay,876.8,791.23,926.52,886.0,-9.2,9.2,1
2026-09-05 12:00:00,2026-09-05 13:00:00,1,analysis,replay,891.23,868.99,906.71,998.0,-106.77,106.77,0
2026-09-05 12:00:00,2026-09-05 13:00:00,1,era5,replay,891.23,868.99,906.71,879.0,12.23,12.23,1
2026-09-05 12:00:00,2026-09-05 14:00:00,2,analysis,replay,884.21,821.58,930.98,1003.0,-118.79,118.79,0
2026-09-05 12:00:00,2026-09-05 14:00:00,2,era5,replay,884.21,821.58,930.98,886.0,-1.79,1.79,1
2026-09-05 12:00:00,2026-09-05 15:00:00,3,analysis,replay,824.12,736.56,858.4,929.0,-104.88,104.88,0
2026-09-05 12:00:00,2026-09-05 15:00:00,3,era5,replay,824.12,736.56,858.4,828.0,-3.88,3.88,1
2026-09-05 13:00:00,2026-09-05 14:00:00,1,analysis,replay,904.77,872.59,924.0,1003.0,-98.23,98.23,0
2026-09-05 13:00:00,2026-09-05 14:00:00,1,era5,replay,904.77,872.59,924.0,886.0,18.77,18.77,1
2026-09-05 13:00:00,2026-09-05 15:00:00,2,analysis,replay,824.27,750.5,858.11,929.0,-104.73,104.73,0
2026-09-05 13:00:00,2026-09-05 15:00:00,2,era5,replay,824.27,750.5,858.11,828.0,-3.73,3.73,1
2026-09-05 13:00:00,2026-09-05 16:00:00,3,analysis,replay,677.35,598.93,716.18,783.0,-105.65,105.65,0
2026-09-05 13:00:00,2026-09-05 16:00:00,3,era5,replay,677.35,598.93,716.18,690.0,-12.65,12.65,1
2026-09-05 14:00:00,2026-09-05 15:00:00,1,analysis,replay,822.03,794.03,846.42,929.0,-106.97,106.97,0
2026-09-05 14:00:00,2026-09-05 15:00:00,1,era5,replay,822.03,794.03,846.42,828.0,-5.97,5.97,1
2026-09-05 14:00:00,2026-09-05 16:00:00,2,analysis,replay,685.01,643.06,714.56,783.0,-97.99,97.99,0
2026-09-05 14:00:00,2026-09-05 16:00:00,2,era5,replay,685.01,643.06,714.56,690.0,-4.99,4.99,1
2026-09-05 14:00:00,2026-09-05 17:00:00,3,analysis,replay,494.41,433.11,519.39,582.0,-87.59,87.59,0
2026-09-05 14:00:00,2026-09-05 17:00:00,3,era5,replay,494.41,433.11,519.39,497.0,-2.59,2.59,1
2026-09-14 15:00:00,2026-09-14 16:00:00,1,analysis,live,558.36,445.84,636.54,704.0,-145.64,145.64,0
2026-09-14 15:00:00,2026-09-14 17:00:00,2,analysis,live,375.18,259.38,448.92,449.0,-73.82,73.82,0
2026-09-14 15:00:00,2026-09-14 18:00:00,3,analysis,live,204.23,146.71,242.04,323.0,-118.77,118.77,0
2026-09-14 16:00:00,2026-09-14 17:00:00,1,analysis,live,416.09,345.85,444.2,449.0,-32.91,32.91,0
2026-09-14 16:00:00,2026-09-14 18:00:00,2,analysis,live,204.63,145.51,237.53,323.0,-118.37,118.37,0
2026-09-14 16:00:00,2026-09-14 19:00:00,3,analysis,live,38.12,27.67,44.45,82.0,-43.88,43.88,0
