issue_time,valid_time,horizon_h,model_id,quantiles_json,median,clearsky,kt_now,mode,created_at
2026-08-08 09:00:00,2026-08-08 11:00:00,2,catboost_A_kt,"[414.45808149396186, 494.523052452303, 558.6363832094596, 601.4996788065114, 630.1877057813972]",558.6363832094596,663.145263671875,0.8321805346448389,replay,2026-09-14T14:28:17
2026-08-08 09:00:00,2026-08-08 12:00:00,3,catboost_A_kt,"[510.11484349442696, 601.7147477327968, 687.7911860366708, 744.3841680168416, 773.915425454311]",687.7911860366708,814.79443359375,0.8321805346448389,replay,2026-09-14T14:28:17
2026-08-08 10:00:00,2026-08-08 11:00:00,1,catboost_A_kt,"[516.4195484795971, 568.859569762056, 593.8930204059437, 612.627669928291, 630.5867181184719]",593.8930204059437,663.145263671875,0.8731025638635661,replay,2026-09-14T14:28:17
2026-08-08 10:00:00,2026-08-08 12:00:00,2,catboost_A_kt,"[616.4107351748038, 687.0832548026297, 738.9336986535368, 765.6907527891219, 788.0159917465744]",738.9336986535368,814.79443359375,0.8731025638635661,replay,2026-09-14T14:28:17
2026-08-08 10:00:00,2026-08-08 13:00:00,3,catboost_A_kt,"[647.7539752514116, 757.3125687657887, 819.0555340607493, 856.200584205535, 879.2598097383785]",819.0555340607493,900.3998413085938,0.8731025638635661,replay,2026-09-14T14:28:17
2026-08-08 11:00:00,2026-08-08 12:00:00,1,catboost_A_kt,"[719.3061803737822, 747.1328946614288, 759.4149114147875, 787.9525817996839, 795.9502163332222]",759.4149114147875,814.79443359375,0.921366777181156,replay,2026-09-14T14:28:17
2026-08-08 11:00:00,2026-08-08 13:00:00,2,catboost_A_kt,"[763.5388014735074, 813.2217511063985, 846.9221490761212, 866.4305206535392, 886.9772923670581]",846.9221490761212,900.3998413085938,0.921366777181156,replay,2026-09-14T14:28:17
2026-08-08 11:00:00,2026-08-08 14:00:00,3,catboost_A_kt,"[727.6760107381559, 803.7399165403473, 851.1406002528668, 880.7759184338674, 900.1138443875222]",851.1406002528668,913.3397216796875,0.921366777181156,replay,2026-09-14T14:28:17
2026-08-08 12:00:00,2026-08-08 13:00:00,1,catboost_A_kt,"[842.578793855434, 858.2992237983954, 867.4931424671602, 879.2749611055273, 891.7900642032089]",867.4931424671602,900.3998413085938,0.9744789005707428,replay,2026-09-14T14:28:17
2026-08-08 12:00:00,2026-08-08 14:00:00,2,catboost_A_kt,"[807.553387938725, 851.1305689689942, 878.3785680709246, 900.1288162104028, 911.6282077075462]",878.3785680709246,913.3397216796875,0.9744789005707428,replay,2026-09-14T14:28:17
2026-08-08 12:00:00,2026-08-08 15:00:00,3,catboost_A_kt,"[715.9104336708117, 775.6884205377393, 808.9448482875686, 832.1624151946834, 849.5995332249004]",808.9448482875686,852.6272583007812,0.9744789005707428,replay,2026-09-14T14:28:17
2026-08-08 13:00:00,2026-08-08 14:00:00,1,catboost_A_kt,"[835.710299668123, 871.1659319984334, 884.6681889862735, 904.6381462675741, 913.5314351539367]",884.6681889862735,913.3397216796875,0.9695692798318848,replay,2026-09-14T14:28:17
2026-08-08 13:00:00,2026-08-08 15:00:00,2,catboost_A_kt,"[730.7550205351603, 783.859772295251, 810.3223268277626, 838.3588582525849, 852.1497134530753]",810.3223268277626,852.6272583007812,0.9695692798318848,replay,2026-09-14T14:28:17
2026-08-08 13:00:00,2026-08-08 16:00:00,3,catboost_A_kt,"[590.2577397712488, 651.427978023717, 686.7602686115104, 707.3345759505722, 723.3929257471461]",686.7602686115104,722.8880615234375,0.9695692798318848,replay,2026-09-14T14:28:17
2026-08-08 14:00:00,2026-08-08 15:00:00,1,catboost_A_kt,"[700.1557911888365, 743.2725156003814, 775.4743010038499, 808.1616869510772, 823.3897763066317]",775.4743010038499,852.6272583007812,0.938314631945014,replay,2026-09-14T14:28:17
2026-08-08 14:00:00,2026-08-08 16:00:00,2,catboost_A_kt,"[550.2416314994216, 608.3871157242461, 647.3673717699745, 683.3556960054514, 700.3334740344056]",647.3673717699745,722.8880615234375,0.938314631945014,replay,2026-09-14T14:28:17
2026-08-08 14:00:00,2026-08-08 17:00:00,3,catboost_A_kt,"[387.62583525191616, 438.3745123012013, 474.60606012832375, 501.0473777700897, 517.8295573771495]",474.60606012832375,534.5538330078125,0.938314631945014,replay,2026-09-14T14:28:17
2026-08-09 08:00:00,2026-08-09 09:00:00,1,catboost_A_kt,"[174.55040228750283, 200.48853807568966, 212.75592937091503, 226.62745811559034, 235.1851337250919]",212.75592937091503,223.2266082763672,1.3593952472005248,replay,2026-09-14T14:28:17
2026-08-09 08:00:00,2026-08-09 10:00:00,2,catboost_A_kt,"[324.0897698359374, 381.0133717824273, 417.3002456736438, 443.94962412774413, 460.29656158479605]",417.3002456736438,459.4708251953125,1.3593952472005248,replay,2026-09-14T14:28:17
2026-08-09 08:00:00,2026-08-09 11:00:00,3,catboost_A_kt,"[490.4826170725946, 559.4618205596468, 598.6967739554541, 626.5766874250185, 649.4494736200206]",598.6967739554541,664.7540893554688,1.3593952472005248,replay,2026-09-14T14:28:17
2026-08-09 09:00:00,2026-08-09 10:00:00,1,catboost_A_kt,"[384.1831452432972, 402.0732040850816, 417.3884900981553, 431.4912449148556, 445.83574287192374]",417.3884900981553,459.4708251953125,0.8959505589355856,replay,2026-09-14T14:28:17
2026-08-09 09:00:00,2026-08-09 11:00:00,2,catboost_A_kt,"[535.4974035691183, 576.8485060123302, 610.8134521253007, 634.0272724356806, 651.4953830606612]",610.8134521253007,664.7540893554688,0.8959505589355856,replay,2026-09-14T14:28:17
2026-08-09 09:00:00,2026-08-09 12:00:00,3,catboost_A_kt,"[625.271962695062, 700.9970015669104, 745.5617723514795, 775.6225376925296, 798.5358736270501]",745.5617723514795,816.54052734375,0.8959505589355856,replay,2026-09-14T14:28:17
2026-08-09 10:00:00,2026-08-09 11:00:00,1,catboost_A_kt,"[590.337727982401, 616.306506992646, 624.9449307949608, 635.4760884012044, 646.8334068616462]",624.9449307949608,664.7540893554688,0.9489176987594732,replay,2026-09-14T14:28:17
2026-08-09 10:00:00,2026-08-09 12:00:00,2,catboost_A_kt,"[708.4461641899815, 741.3326414069132, 772.1421956799653, 788.3031050238981, 805.7583842715309]",772.1421956799653,816.54052734375,0.9489176987594732,replay,2026-09-14T14:28:17
2026-08-09 10:00:00,2026-08-09 13:00:00,3,catboost_A_kt,"[715.5062785150396, 787.9681890918959, 845.7573775130459, 871.2583933735433, 890.2912146835259]",845.7573775130459,902.1416015625,0.9489176987594732,replay,2026-09-14T14:28:17
2026-08-09 11:00:00,2026-08-09 12:00:00,1,catboost_A_kt,"[763.8291682779386, 777.9543040992578, 785.4088906367721, 805.6811341023546, 816.6034389112784]",785.4088906367721,816.54052734375,0.9838224652109812,replay,2026-09-14T14:28:17
2026-08-09 11:00:00,2026-08-09 13:00:00,2,catboost_A_kt,"[807.7937654988216, 848.2900186099369, 871.4983800303521, 891.3191031183792, 904.9599397474136]",871.4983800303521,902.1416015625,0.9838224652109812,replay,2026-09-14T14:28:17
2026-08-09 11:00:00,2026-08-09 14:00:00,3,catboost_A_kt,"[794.902434360257, 847.0640635967775, 881.1998538027409, 899.0202371650496, 913.8816234622716]",881.1998538027409,914.9378051757812,0.9838224652109812,replay,2026-09-14T14:28:17
2026-08-09 12:00:00,2026-08-09 13:00:00,1,catboost_A_kt,"[809.5547102743947, 835.1694135096212, 854.626452023284, 870.5214895224975, 885.8122369715506]",854.626452023284,902.1416015625,0.9405534463381824,replay,2026-09-14T14:28:17
2026-08-09 12:00:00,2026-08-09 14:00:00,2,catboost_A_kt,"[791.2423466015373, 837.0615138516089, 867.8033254206465, 892.7472446956033, 908.9790312805635]",867.8033254206465,914.9378051757812,0.9405534463381824,replay,2026-09-14T14:28:17
2026-08-09 12:00:00,2026-08-09 15:00:00,3,catboost_A_kt,"[706.6705965948262, 757.0598406259277, 802.9832688265893, 830.3719093473164, 847.7559538373662]",802.9832688265893,853.9534301757812,0.9405534463381824,replay,2026-09-14T14:28:17
2026-08-09 13:00:00,2026-08-09 14:00:00,1,catboost_A_kt,"[713.5962945338533, 797.9548806249892, 831.2367384925323, 859.4800347661665, 883.3535740755827]",831.2367384925323,914.9378051757812,0.8845618243575516,replay,2026-09-14T14:28:17
2026-08-09 13:00:00,2026-08-09 15:00:00,2,catboost_A_kt,"[632.8786321266133, 705.051245358175, 758.0754766454933, 805.1116608641105, 827.9551554354285]",758.0754766454933,853.9534301757812,0.8845618243575516,replay,2026-09-14T14:28:17
2026-08-09 13:00:00,2026-08-09 16:00:00,3,catboost_A_kt,"[560.4516842198517, 611.2791605630207, 658.6103853574693, 690.0449975067222, 714.7249645444818]",658.6103853574693,723.834228515625,0.8845618243575516,replay,2026-09-14T14:28:17
2026-08-09 14:00:00,2026-08-09 15:00:00,1,catboost_A_kt,"[684.4810444242306, 743.7364040207763, 777.4337159425376, 802.7575429390332, 826.778381474974]",777.4337159425376,853.9534301757812,0.9060725057413423,replay,2026-09-14T14:28:17
2026-08-09 14:00:00,2026-08-09 16:00:00,2,catboost_A_kt,"[563.6266250479607, 614.9685551994398, 658.1808435409263, 689.3451147913753, 704.1286675166984]",658.1808435409263,723.834228515625,0.9060725057413423,replay,2026-09-14T14:28:17
2026-08-09 14:00:00,2026-08-09 17:00:00,3,catboost_A_kt,"[414.310103298454, 461.7515119457304, 495.7843986327839, 517.9023476433792, 531.766091197394]",495.7843986327839,535.0423583984375,0.9060725057413423,replay,2026-09-14T14:28:17
2026-08-10 08:00:00,2026-08-10 09:00:00,1,catboost_A_kt,"[143.80746293314093, 178.7347019808569, 201.36644214983394, 219.66985742810093, 230.99363084728125]",201.36644214983394,224.1842041015625,1.2153850806959423,replay,2026-09-14T14:28:17
2026-08-10 08:00:00,2026-08-10 10:00:00,2,catboost_A_kt,"[281.26026906979627, 354.3192397972986, 404.02184744502534, 437.3560959512342, 454.9805926624457]",404.02184744502534,460.8423767089844,1.2153850806959423,replay,2026-09-14T14:28:17
2026-08-10 08:00:00,2026-08-10 11:00:00,3,catboost_A_kt,"[421.76737127861276, 519.7375076994215, 577.0324468811311, 616.3212490177627, 643.2587436098046]",577.0324468811311,666.393310546875,1.2153850806959423,replay,2026-09-14T14:28:17
2026-08-10 09:00:00,2026-08-10 10:00:00,1,catboost_A_kt,"[304.62441190351524, 351.1952015815457, 386.66621939739036, 409.9709305095766, 431.02447274376493]",386.66621939739036,460.8423767089844,0.7627656126778195,replay,2026-09-14T14:28:17
2026-08-10 09:00:00,2026-08-10 11:00:00,2,catboost_A_kt,"[444.1805247888224, 518.1297569466178, 573.4020924002402, 612.7615433635, 638.3401316534951]",573.4020924002402,666.393310546875,0.7627656126778195,replay,2026-09-14T14:28:17
2026-08-10 09:00:00,2026-08-10 12:00:00,3,catboost_A_kt,"[523.4531081595403, 631.5534829936853, 708.5101750801716, 755.0672556211748, 781.1388496553957]",708.5101750801716,818.3074951171875,0.7627656126778195,replay,2026-09-14T14:28:17
2026-08-10 10:00:00,2026-08-10 11:00:00,1,catboost_A_kt,"[440.9048035107437, 500.1526287467881, 544.7518898955177, 583.1508040864435, 610.3434629847113]",544.7518898955177,666.393310546875,0.7290996043957733,replay,2026-09-14T14:28:17
2026-08-10 10:00:00,2026-08-10 12:00:00,2,catboost_A_kt,"[526.8190165939149, 619.8351421544759, 696.9470838677929, 740.559272500177, 767.5307572351448]",696.9470838677929,818.3074951171875,0.7290996043957733,replay,2026-09-14T14:28:17
2026-08-10 10:00:00,2026-08-10 13:00:00,3,catboost_A_kt,"[573.6537728989731, 692.4642768850681, 770.7081815910892, 826.0528975544139, 851.5081458816928]",770.7081815910892,903.8928833007812,0.7290996043957733,replay,2026-09-14T14:28:17
2026-08-10 11:00:00,2026-08-10 12:00:00,1,catboost_A_kt,"[656.1042436753264, 705.0586571044979, 731.9474860922072, 770.4367497751122, 787.7379501342492]",731.9474860922072,818.3074951171875,0.8673556146346458,replay,2026-09-14T14:28:17
2026-08-10 11:00:00,2026-08-10 13:00:00,2,catboost_A_kt,"[671.4182845173424, 748.7360509864567, 810.9270147136297, 845.1044927061666, 871.7643150928976]",810.9270147136297,903.8928833007812,0.8673556146346458,replay,2026-09-14T14:28:17
2026-08-10 11:00:00,2026-08-10 14:00:00,3,catboost_A_kt,"[629.8009292759182, 745.2513320056651, 813.6101746987117, 862.8605499010611, 886.6245325302737]",813.6101746987117,916.533203125,0.8673556146346458,replay,2026-09-14T14:28:17
2026-08-10 12:00:00,2026-08-10 13:00:00,1,catboost_A_kt,"[713.2448020544633, 784.3242367048289, 817.4000257864, 846.5138793673558, 871.2060875225944]",817.4000257864,903.8928833007812,0.9226360483826668,replay,2026-09-14T14:28:17
2026-08-10 12:00:00,2026-08-10 14:00:00,2,catboost_A_kt,"[675.1598737825361, 761.479313983788, 821.1784342433979, 860.8936025818296, 885.5818931594323]",821.1784342433979,916.533203125,0.9226360483826668,replay,2026-09-14T14:28:17
2026-08-10 12:00:00,2026-08-10 15:00:00,3,catboost_A_kt,"[601.2167035315689, 700.7087992149781, 762.0927712410759, 804.3117057494096, 827.8691168147785]",762.0927712410759,855.2645874023438,0.9226360483826668,replay,2026-09-14T14:28:17
2026-08-10 13:00:00,2026-08-10 14:00:00,1,catboost_A_kt,"[662.6759357976034, 754.7205414466629, 800.8063349781507, 844.9562881814529, 868.9054157180951]",800.8063349781507,916.533203125,0.833063303033562,replay,2026-09-14T14:28:17
2026-08-10 13:00:00,2026-08-10 15:00:00,2,catboost_A_kt,"[572.7421944930041, 660.2111275973291, 730.2934823073757, 782.8470709802192, 812.2354693852149]",730.2934823073757,855.2645874023438,0.833063303033562,replay,2026-09-14T14:28:17
2026-08-10 13:00:00,2026-08-10 16:00:00,3,catboost_A_kt,"[492.1979719004588, 573.1671902736505, 635.072878114784, 676.5783682706046, 702.9678021696806]",635.072878114784,724.7540893554688,0.833063303033562,replay,2026-09-14T14:28:17
2026-08-10 14:00:00,2026-08-10 15:00:00,1,catboost_A_kt,"[598.6205790270683, 669.396636402777, 725.7350919931358, 770.0220942797856, 794.1331693749315]",725.7350919931358,855.2645874023438,0.8030260185090817,replay,2026-09-14T14:28:17
2026-08-10 14:00:00,2026-08-10 16:00:00,2,catboost_A_kt,"[495.39094044036347, 563.9166780079101, 621.9827648009135, 661.9821304207666, 686.3749528948265]",621.9827648009135,724.7540893554688,0.8030260185090817,replay,2026-09-14T14:28:17
2026-08-10 14:00:00,2026-08-10 17:00:00,3,catboost_A_kt,"[364.0196375061259, 422.68223504813113, 474.8500705944732, 506.6727929531161, 524.4562700989097]",474.8500705944732,535.4951782226562,0.8030260185090817,replay,2026-09-14T14:28:17
2026-08-11 08:00:00,2026-08-11 09:00:00,1,catboost_A_kt,"[145.26023425668822, 180.19191383551137, 203.57662530114192, 221.35622424371294, 232.68782911291555]",203.57662530114192,225.1798858642578,1.3661404528056778,replay,2026-09-14T14:28:17
2026-08-11 08:00:00,2026-08-11 10:00:00,2,catboost_A_kt,"[277.3874363491955, 352.01903781599543, 403.11943453694283, 438.945693003165, 456.75934672028296]",403.11943453694283,462.25006103515625,1.3661404528056778,replay,2026-09-14T14:28:17
2026-08-11 08:00:00,2026-08-11 11:00:00,3,catboost_A_kt,"[430.6174884420579, 524.1236763471092, 580.8569551196728, 617.8046696639716, 646.1410966094115]",580.8569551196728,668.0616455078125,1.3661404528056778,replay,2026-09-14T14:28:17
2026-08-11 09:00:00,2026-08-11 10:00:00,1,catboost_A_kt,"[305.422807725467, 356.6222141085309, 393.63790392117136, 420.0767711846962, 440.6524780545895]",393.63790392117136,462.25006103515625,0.8171244801499645,replay,2026-09-14T14:28:17
2026-08-11 09:00:00,2026-08-11 11:00:00,2,catboost_A_kt,"[414.0744517684307, 500.0491739375371, 566.6582959345359, 611.8395091259936, 637.1550408574622]",566.6582959345359,668.0616455078125,0.8171244801499645,replay,2026-09-14T14:28:17
2026-08-11 09:00:00,2026-08-11 12:00:00,3,catboost_A_kt,"[514.0943067680398, 624.5072653607258, 705.2870810846443, 751.4985211337575, 786.8685382487724]",705.2870810846443,820.09375,0.8171244801499645,replay,2026-09-14T14:28:17
2026-08-11 10:00:00,2026-08-11 11:00:00,1,catboost_A_kt,"[406.8011798192909, 477.23594591252447, 531.1530781105547, 576.7437148941082, 611.2433811036093]",531.1530781105547,668.0616455078125,0.7506759651966669,replay,2026-09-14T14:28:17
2026-08-11 10:00:00,2026-08-11 12:00:00,2,catboost_A_kt,"[512.3009113197613, 621.2647323610227, 696.2251232595922, 744.1140438627049, 774.8153342794583]",696.2251232595922,820.09375,0.7506759651966669,replay,2026-09-14T14:28:17
2026-08-11 10:00:00,2026-08-11 13:00:00,3,catboost_A_kt,"[556.6108056255886, 690.1872924950899, 783.314951373537, 838.1417844876559, 868.8290313304936]",783.314951373537,905.6519775390625,0.7506759651966669,replay,2026-09-14T14:28:17
2026-08-11 11:00:00,2026-08-11 12:00:00,1,catboost_A_kt,"[645.7486847321969, 698.5813826044938, 728.1070974968211, 754.5242218557813, 777.0060112858183]",728.1070974968211,820.09375,0.8696802071700135,replay,2026-09-14T14:28:17
2026-08-11 11:00:00,2026-08-11 13:00:00,2,catboost_A_kt,"[650.7795038914746, 730.9720934185866, 796.8806459503269, 832.6046626806134, 863.6485624274999]",796.8806459503269,905.6519775390625,0.8696802071700135,replay,2026-09-14T14:28:17
2026-08-11 11:00:00,2026-08-11 14:00:00,3,catboost_A_kt,"[597.0918618533826, 708.2489103290604, 795.3638349423486, 845.907418774364, 875.0668643893879]",795.3638349423486,918.1239624023438,0.8696802071700135,replay,2026-09-14T14:28:17
2026-08-11 12:00:00,2026-08-11 13:00:00,1,catboost_A_kt,"[748.0568307490166, 792.910832321488, 821.0513794789184, 843.7566078388905, 867.4877714895013]",821.0513794789184,905.6519775390625,0.8877033772333993,replay,2026-09-14T14:28:17
2026-08-11 12:00:00,2026-08-11 14:00:00,2,catboost_A_kt,"[697.1251295350652, 770.4937580563516, 826.3018266191928, 861.2029432960804, 884.0897066645878]",826.3018266191928,918.1239624023438,0.8877033772333993,replay,2026-09-14T14:28:17
2026-08-11 12:00:00,2026-08-11 15:00:00,3,catboost_A_kt,"[591.533026396737, 686.0667237642543, 750.9265755121262, 796.1874642301965, 820.2089967012142]",750.9265755121262,856.5589599609375,0.8877033772333993,replay,2026-09-14T14:28:17
2026-08-11 13:00:00,2026-08-11 14:00:00,1,catboost_A_kt,"[765.7642507678341, 811.0833044668764, 840.9108005019195, 868.7279977175299, 890.538202782903]",840.9108005019195,918.1239624023438,0.936342038465784,replay,2026-09-14T14:28:17
2026-08-11 13:00:00,2026-08-11 15:00:00,2,catboost_A_kt,"[662.8360315371672, 726.9440133387883, 777.246619406452, 811.733911678764, 830.1606003955742]",777.246619406452,856.5589599609375,0.936342038465784,replay,2026-09-14T14:28:17
2026-08-11 13:00:00,2026-08-11 16:00:00,3,catboost_A_kt,"[513.1364047540727, 589.3959316564199, 644.7964028365733, 680.7666622628462, 703.1476089470738]",644.7964028365733,725.64599609375,0.936342038465784,replay,2026-09-14T14:28:17
2026-08-11 14:00:00,2026-08-11 15:00:00,1,catboost_A_kt,"[713.8308228424339, 770.9024984302151, 796.6678432729939, 821.2205527455117, 837.3767755804114]",796.6678432729939,856.5589599609375,0.8909472141956524,replay,2026-09-14T14:28:17
2026-08-11 14:00:00,2026-08-11 16:00:00,2,catboost_A_kt,"[561.0067946247083, 619.2887471095255, 660.621620257946, 692.2296199359566, 707.5199125361374]",660.621620257946,725.64599609375,0.8909472141956524,replay,2026-09-14T14:28:17
2026-08-11 14:00:00,2026-08-11 17:00:00,3,catboost_A_kt,"[404.1330977501279, 453.27700070010576, 489.8526838528722, 514.6129191510657, 530.3158479696186]",489.8526838528722,535.9111938476562,0.8909472141956524,replay,2026-09-14T14:28:17
2026-08-12 08:00:00,2026-08-12 09:00:00,1,catboost_A_kt,"[175.51456183622756, 200.97564158964184, 215.4044294427481, 228.89961590719543, 237.47182928306182]",215.4044294427481,226.21322631835938,1.4808992990423786,replay,2026-09-14T14:28:17
2026-08-12 08:00:00,2026-08-12 10:00:00,2,catboost_A_kt,"[313.3451705702625, 374.12666099751266, 416.0253384799335, 445.2437278804593, 461.9509544554719]",416.0253384799335,463.69287109375,1.4808992990423786,replay,2026-09-14T14:28:17
2026-08-12 08:00:00,2026-08-12 11:00:00,3,catboost_A_kt,"[477.0208144768397, 555.0900885590988, 596.4710771816931, 627.0232010599373, 649.1396245807834]",596.4710771816931,669.7576904296875,1.4808992990423786,replay,2026-09-14T14:28:17
2026-08-12 09:00:00,2026-08-12 10:00:00,1,catboost_A_kt,"[418.82319898848095, 437.41134140225296, 449.2956813804851, 458.771837949201, 468.1909801226229]",449.2956813804851,463.69287109375,1.0565252943745942,replay,2026-09-14T14:28:17
